question_id,role_id,masco_code,role_title,locale,category,difficulty,question_text,anchor_type,anchor_text,global_anchor_standard,global_anchor_record_id,global_anchor_url,global_anchor_license_id,interview_method_sources,authoring_method,answer_framework,answer_guidance,strong_evidence_signals,watch_out_for,follow_up_question,quality_score_100,review_status,safety_note
M254204-GQ02,M254204,254204,Concept Artist,en-MY,motivation,foundation,"Why are you interested in the Concept Artist role, and what value would you aim to deliver in the first six months?",role_title,Concept Artist,MASCO 2020,M254204,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,motivation-fit-evidence,"Connect your motivation to the work, show that you understand the role, and support the fit with evidence.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would you need to learn first?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254204-GQ03,M254204,254204,Concept Artist,en-MY,behavioural,intermediate,"Tell me about a time your work involved this responsibility: art history. What did you do, and what changed as a result?",skill,art history,ESCO 1.2.1,http://data.europa.eu/esco/skill/6c6f0d6e-1f31-4413-b2ee-dabe135b29a7,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What evidence shows that your action made a difference?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254204-GQ04,M254204,254204,Concept Artist,en-MY,behavioural,advanced,Describe a difficult decision connected to: computer graphics. How did you evaluate the options and consequences?,skill,computer graphics,ESCO 1.2.1,http://data.europa.eu/esco/skill/afda6ca0-7aa8-41ef-ba5e-8dc607839daf,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would you do differently now?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254204-GQ05,M254204,254204,Concept Artist,en-MY,behavioural,intermediate,Give an example of working with other people while responsible for: contextualise artistic work. How did you handle different expectations?,skill,contextualise artistic work,ESCO 1.2.1,http://data.europa.eu/esco/skill/8bbf9c69-ba9d-4e6d-a50a-ba4f666e0d25,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How did you confirm alignment?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254204-GQ06,M254204,254204,Concept Artist,en-MY,technical,intermediate,"Walk me through your approach to this area of work: convert into animated object. What steps, tools, or standards would you use?",skill,convert into animated object,ESCO 1.2.1,http://data.europa.eu/esco/skill/b2f9eb81-eda4-49a9-8453-3ba345da2d98,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you validate the result?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254204-GQ07,M254204,254204,Concept Artist,en-MY,technical,advanced,What controls and quality checks would you apply when handling: create digital images? Explain the main trade-offs.,skill,create digital images,ESCO 1.2.1,http://data.europa.eu/esco/skill/5f782745-6382-4873-b415-8fb91c705b03,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",Which failure mode would concern you most?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254204-GQ08,M254204,254204,Concept Artist,en-MY,technical,advanced,How would you measure performance and improve the way this work is done: create pen-and-paper images?,skill,create pen-and-paper images,ESCO 1.2.1,http://data.europa.eu/esco/skill/90e3b759-6425-4d7a-a9fa-af45a163c5db,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.","What data would you trust, and what are its limitations?",88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254204-GQ09,M254204,254204,Concept Artist,en-MY,situational,intermediate,"A priority changes while you are responsible for: Concept Artist. How would you reassess, communicate, and deliver?",role_title,Concept Artist,MASCO 2020,M254204,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,assess-act-communicate-review,"Clarify facts, prioritise risk, act within authority, communicate, escalate when needed, and confirm resolution.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would cause you to escalate?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254204-GQ10,M254204,254204,Concept Artist,en-MY,situational,advanced,"You notice a quality, safety, or compliance risk related to: Concept Artist. What would you do first, and why?",role_title,Concept Artist,MASCO 2020,M254204,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,assess-act-communicate-review,"Clarify facts, prioritise risk, act within authority, communicate, escalate when needed, and confirm resolution.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you document and close the issue?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254204-GQ11,M254204,254204,Concept Artist,en-MY,career_growth,foundation,"Which capability would you most need to strengthen to excel as a Concept Artist, and how would you develop it?",role_title,Concept Artist,MASCO 2020,M254204,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,capability-gap-plan,"Identify one relevant capability, explain why it matters, and give a specific learning and application plan.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you demonstrate progress?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254204-GQ12,M254204,254204,Concept Artist,en-MY,employer_question,foundation,What would you ask the interviewer to understand how success is measured for the Concept Artist role?,role_title,Concept Artist,MASCO 2020,M254204,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,informed-question,"Ask a concise question about expectations, measures of success, support, or near-term priorities.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would the answer influence your priorities?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
