match_id,role_id,masco_code,masco_title,global_source_standard,global_source_code,global_source_title,mapping_method,title_similarity_0_100,mapping_confidence,source_record_id,source_url,license_id,source_description,review_status
M243301-M01,M243301,243301,Sales Representative (Medical),ESCO 1.2.1,2433.2,medical sales representative,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/ab762f91-d737-485f-a85c-67cab92dee01,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Medical sales representatives promote and sell medical devices, equipment and pharmaceutical products to healthcare professionals. They provide product information and demonstrate features to healthcare professionals. Medical representatives negotiate and close sales contracts.",crosswalk_reviewed_in_source_project
M243301-M02,M243301,243301,Sales Representative (Medical),NOC 2021 Version 1.0,63102,Financial sales representatives,title_similarity,67,medium,63102,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE,"This group performs some or all of the following duties:; Open new personal and non-personal accounts, and provide access to automated banking machine, telephone banking and online banking services; Interview applicants for personal, mortgage, student and business loans",human_mapping_review_required
M243301-M03,M243301,243301,Sales Representative (Medical),OSCA 2024 Version 1.0,221634,Sales Representative (Medical and Pharmaceutical Products),title_similarity,82,high,221634,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Represents companies in selling medical, dental and pharmaceutical products",human_mapping_review_required
M243302-M01,M243302,243302,Application Specialist (Haematology),ESCO 1.2.1,3114.1.5,medical device engineering technician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/30641348-f9f2-4fe5-ab8c-fe6ff9931a54,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Medical device engineering technicians collaborate with medical device engineers in the design, development and production of medical-technical systems, installations, and equipment such as pacemakers, MRI machines, and X-ray devices. They build, install, inspect, modify, repair, calibrate, and maintain medical-technical equipment and support systems. Medical device engineering technicians are responsible for the operational readiness, safe use, economic operation and the appropriate procurement of medical equipment and facilities in hospitals.",crosswalk_reviewed_in_source_project
M243401-M01,M243401,243401,Sales Representative (Information and Communications Technology),ESCO 1.2.1,2434.4,technical sales representative in electronic and telecommunications equipment,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/6e591f17-65c1-4a24-af2a-ca7862d4625e,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,Technical sales representatives in electronic and telecommunications equipment act for a business to sell its merchandise while providing technical insight for customers.,crosswalk_reviewed_in_source_project
M243402-M01,M243402,243402,Digital Banking-Internet Technology Specialist,ESCO 1.2.1,2514.2,ICT application developer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/bd272aee-adc9-4a06-a15c-a73b4b4a46a7,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"ICT application developers implement the ICT (software) applications based on the designs provided using application domain specific languages, tools, platforms and experience.",crosswalk_reviewed_in_source_project
M251101-M01,M251101,251101,Management Information Systems (MIS) Analyst,ESCO 1.2.1,2511.13,ICT system analyst,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/a6a0b60f-08da-4faa-bf54-942987efb471,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"ICT system analysts specify the system needs to meet the end user requirements. They analyse system functions in order to define their goals or purposes and to discover operations and procedures for accomplishing them most efficiently. They also design new IT solutions to improve business efficiency and productivity, produce outline designs and estimate costs of new systems, specify the operations the system will perform, and the way data will be viewed by the end user. They present the design to the users and work closely with the users to implement the solution.",crosswalk_reviewed_in_source_project
M251102-M01,M251102,251102,Technical Specialist (.Net),ESCO 1.2.1,2512.4,software developer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Software developers implement or program all kinds of software systems based on specifications and designs by using programming languages, tools, and platforms.",crosswalk_reviewed_in_source_project
M251103-M01,M251103,251103,Register Transfer Level (RTL) Designer (Information Technology),ESCO 1.2.1,2152.1.7.1,integrated circuit design engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/fd1c83b3-60d5-4a5f-86c5-94dc2842c246,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,Integrated circuit design engineers design the layout for integrated circuits according to electronics engineering principles. They use software to create design schematics and diagrams.,crosswalk_reviewed_in_source_project
M251104-M01,M251104,251104,Design Engineer (Information Technology),ESCO 1.2.1,2511.14,ICT system architect,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/e1c72b5f-4c5c-487c-a6df-e84b64a51dae,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"ICT system architects design architecture, components, modules, interfaces, and data for a multi-components system to meet specified requirements.",crosswalk_reviewed_in_source_project
M251201-M01,M251201,251201,Software Developer,ESCO 1.2.1,2512.4,software developer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Software developers implement or program all kinds of software systems based on specifications and designs by using programming languages, tools, and platforms.",crosswalk_reviewed_in_source_project
M251201-M03,M251201,251201,Software Developer,NOC 2021 Version 1.0,21232,Software developers and programmers,title_similarity,82,high,21232,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE,"This group performs some or all of the following duties:; Design, write, read, test, and correct code for new software; Analyze information to recommend and plan the installation of new systems or modifications of an existing system",human_mapping_review_required
M251201-M02,M251201,251201,Software Developer,O*NET 31.0,15-1252.00,Software Developers,title_similarity,100,high,15-1252.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,"Research, design, and develop computer and network software or specialized utility programs. Analyze user needs and develop software solutions, applying principles and techniques of computer science, engineering, and mathematical analysis. Update software or enhance existing software capabilities. May work with computer hardware engineers to integrate hardware and software systems, and develop specifications and performance requirements. May maintain databases within an application area, working individually or coordinating database development as part of a team.",human_mapping_review_required
M251202-M01,M251202,251202,Information Technology Systems Architect,ESCO 1.2.1,2511.14,ICT system architect,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/e1c72b5f-4c5c-487c-a6df-e84b64a51dae,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"ICT system architects design architecture, components, modules, interfaces, and data for a multi-components system to meet specified requirements.",crosswalk_reviewed_in_source_project
M251203-M01,M251203,251203,Information Systems Executive,ESCO 1.2.1,2522.1,ICT system administrator,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"ICT system administrators are responsible for the upkeep, configuration, and reliable operation of computer and network systems, servers, workstations and peripheral devices. They may acquire, install, or upgrade computer components and software; automate routine tasks; write computer programs; troubleshoot; train and supervise staff; and provide technical support. They ensure optimum system integrity, security, backup and performance.",crosswalk_reviewed_in_source_project
M251203-M02,M251203,251203,Information Systems Executive,NOC 2021 Version 1.0,21222,Information systems specialists,title_similarity,67,medium,21222,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE,"This group performs some or all of the following duties:; Design, develop, test, implement and oversee IT systems; Collect and analyze data to identify areas for improvement within an organization's IT infrastructure",human_mapping_review_required
M251301-M01,M251301,251301,Website Developer,ESCO 1.2.1,2513.5,web developer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Web developers develop, implement and document web-accessible software based on the designs provided. They align the client's web presence with its business strategy, troubleshoot software problems and issues and look for ways to improve the application.",crosswalk_reviewed_in_source_project
M251302-M01,M251302,251302,Internet/Intranet Developer,ESCO 1.2.1,2513.5,web developer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Web developers develop, implement and document web-accessible software based on the designs provided. They align the client's web presence with its business strategy, troubleshoot software problems and issues and look for ways to improve the application.",crosswalk_reviewed_in_source_project
