metadata_key,metadata_value
d13_quality_fix_20260830.mapping.M254217,"{""role_id"":""M254217"",""masco_code"":""254217"",""esco_code"":""2166.9"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M254301,"{""role_id"":""M254301"",""masco_code"":""254301"",""esco_code"":""2166.15"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M254302,"{""role_id"":""M254302"",""masco_code"":""254302"",""esco_code"":""2166.9"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M254305,"{""role_id"":""M254305"",""masco_code"":""254305"",""esco_code"":""2166.7"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M254314,"{""role_id"":""M254314"",""masco_code"":""254314"",""esco_code"":""2513.3"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M254316,"{""role_id"":""M254316"",""masco_code"":""254316"",""esco_code"":""2166.7"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M254317,"{""role_id"":""M254317"",""masco_code"":""254317"",""esco_code"":""2431.7"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M254318,"{""role_id"":""M254318"",""masco_code"":""254318"",""esco_code"":""2166.3.1"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M261907,"{""role_id"":""M261907"",""masco_code"":""261907"",""esco_code"":""2619.2"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M282203,"{""role_id"":""M282203"",""masco_code"":""282203"",""esco_code"":""2632.2"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M282204,"{""role_id"":""M282204"",""masco_code"":""282204"",""esco_code"":""2632.5"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M282206,"{""role_id"":""M282206"",""masco_code"":""282206"",""esco_code"":""2632.4"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M282404,"{""role_id"":""M282404"",""masco_code"":""282404"",""esco_code"":""2634.2.1"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M282407,"{""role_id"":""M282407"",""masco_code"":""282407"",""esco_code"":""2634.2.4"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M291603,"{""role_id"":""M291603"",""masco_code"":""291603"",""esco_code"":""2423.4"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M291608,"{""role_id"":""M291608"",""masco_code"":""291608"",""esco_code"":""5419.3"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M311101,"{""role_id"":""M311101"",""masco_code"":""311101"",""esco_code"":""3141.2"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M311102,"{""role_id"":""M311102"",""masco_code"":""311102"",""esco_code"":""2310.1.41"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M311105,"{""role_id"":""M311105"",""masco_code"":""311105"",""esco_code"":""3111.4"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M311106,"{""role_id"":""M311106"",""masco_code"":""311106"",""esco_code"":""3111.1"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M311107,"{""role_id"":""M311107"",""masco_code"":""311107"",""esco_code"":""3111.11"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M311108,"{""role_id"":""M311108"",""masco_code"":""311108"",""esco_code"":""3111.11"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M311110,"{""role_id"":""M311110"",""masco_code"":""311110"",""esco_code"":""3111.1"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M311112,"{""role_id"":""M311112"",""masco_code"":""311112"",""esco_code"":""3111.14"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M311114,"{""role_id"":""M311114"",""masco_code"":""311114"",""esco_code"":""3111.8"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M311116,"{""role_id"":""M311116"",""masco_code"":""311116"",""esco_code"":""3111.4"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M311120,"{""role_id"":""M311120"",""masco_code"":""311120"",""esco_code"":""3111.5"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M311125,"{""role_id"":""M311125"",""masco_code"":""311125"",""esco_code"":""3111.8"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M311132,"{""role_id"":""M311132"",""masco_code"":""311132"",""esco_code"":""3141.2"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M311133,"{""role_id"":""M311133"",""masco_code"":""311133"",""esco_code"":""3111.8"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M311136,"{""role_id"":""M311136"",""masco_code"":""311136"",""esco_code"":""3141.2"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M311137,"{""role_id"":""M311137"",""masco_code"":""311137"",""esco_code"":""2310.1.41"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
