"role_id","masco_code","role_title","previous_esco_code","previous_esco_title","chosen_esco_code","chosen_esco_title","esco_code_changed","previous_mapping_relation","mapping_relation","mapping_method","rationale"
"M311307","311307","Electrical and Instrument Supervisor","3123.1.11","Electrical Supervisor","3123.1.11","Electrical Supervisor","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M311310","311310","Electrical Engineering Estimator","2421.1.1","Manufacturing Cost Estimator","2421.1.1","Manufacturing Cost Estimator","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Manufacturing/engineering cost estimation; electrical/electronic/mechanical/chemical specialty varies."
"M311314","311314","Electrical High Voltage Technician","3113.1","Electrical Engineering Technician","3113.1","Electrical Engineering Technician","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M311315","311315","Debug Technician","3114.1.3","Computer Hardware Test Technician","3114.1.3","Computer Hardware Test Technician","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M311316","311316","Assistant Electrical Engineer","3113.1","Electrical Engineering Technician","3113.1","Electrical Engineering Technician","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Electrical engineering technical support."
"M311401","311401","Electronics Engineering Technician","3114.1","Electronics Engineering Technician","3114.1","Electronics Engineering Technician","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M311402","311402","Electronics Engineering Estimator","2421.1.1","Manufacturing Cost Estimator","2421.1.1","Manufacturing Cost Estimator","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Manufacturing/engineering cost estimation; electrical/electronic/mechanical/chemical specialty varies."
"M311404","311404","Electronics Design Technician","3114.1","Electronics Engineering Technician","3114.1","Electronics Engineering Technician","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M311504","311504","Mechanical Engineering Technician","3115.1","Mechanical Engineering Technician","3115.1","Mechanical Engineering Technician","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M311514","311514","Mechanical Engineering Assistant","3112.8","Engineering Assistant","3112.8","Engineering Assistant","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M311515","311515","Mechanical Engineering Estimator","2421.1.1","Manufacturing Cost Estimator","2421.1.1","Manufacturing Cost Estimator","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Manufacturing/engineering cost estimation; electrical/electronic/mechanical/chemical specialty varies."
"M311516","311516","Dockmaster, Dry Dock","4323.11","Port Coordinator","4323.11","Port Coordinator","false","inherited_test_proxy","partial_proxy","2020_title_and_duty_review","Dry/graving-dock dockmasters coordinate docking operations. Port Coordinator is retained as a partial maritime-operations proxy; dock safety, repair-yard authority and dry-dock plant duties are not fully represented."
"M311517","311517","Dockmaster, Graving Dock","4323.11","Port Coordinator","4323.11","Port Coordinator","false","inherited_test_proxy","partial_proxy","2020_title_and_duty_review","Dry/graving-dock dockmasters coordinate docking operations. Port Coordinator is retained as a partial maritime-operations proxy; dock safety, repair-yard authority and dry-dock plant duties are not fully represented."
"M311521","311521","Hydraulic Hose Technician","7233.4","Fluid Power Technician","7233.4","Fluid Power Technician","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M311524","311524","Mechatronics Technician","3115.1.11","Mechatronics Engineering Technician","3115.1.11","Mechatronics Engineering Technician","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent."
