company_name,symbol,bursa_code,target_sector,actual_sector,selection_basis,evidence_status,report_title_year,report_url,source_page,family_support_pillar,parental_leave_pillar,flexible_work_pillar,returnship_pillar,pillar_count,benefit_raw_text,qa_checked_by,selection_source_url,sector_rank,source_id,local_report_file,source_download_status,source_sha256,source_pdf_pages
Cypark Resources Berhad,CYPARK,5184,Utilities,Utilities,New official-report finding,Report evidence completed,Cypark Resources Integrated Report 2025,https://cypark.listedcompany.com/misc/ar/cypark_ar2025.pdf,92-93,Not disclosed,Yes,Not disclosed,Not disclosed,1,"Cypark lists maternity, paternity and parental leave among employee entitlements supporting work-life balance and family wellbeing; formal flexible work was not implemented.",Codex report review 2026-09-20,https://cypark.listedcompany.com/misc/ar/cypark_ar2025.pdf,9,SRC-241,SOURCE_FILES/SRC_241_Cypark_Resources_Berhad.pdf,downloaded,f2a1a70e12e79d9120851975e36787a5d1400e4688e8b7b45954e5e3d6bd750c,148
Malakoff Corporation Berhad,MALAKOF,5264,Utilities,Utilities,New official-report finding,Report evidence completed,Malakoff Corporation Integrated Annual Report 2023,https://ir2.chartnexus.com/malakoff/doc/ar2023.pdf,132,Not disclosed,Yes,Not disclosed,Not disclosed,1,Malakoff's FY2023 GRI index identifies a specific parental-leave disclosure within its employee welfare and leave-benefits reporting.,Codex report review 2026-09-20,https://ir2.chartnexus.com/malakoff/doc/ar2023.pdf,10,SRC-242,SOURCE_FILES/SRC_242_Malakoff_Corporation_Berhad.pdf,downloaded,f06d50c5ee085778859c6ee95ca0e41ff186d67f9f8a81139b8e4edb55284f17,209
PBA Holdings Bhd,PBA,5041,Utilities,Utilities,Verified report finding,Report evidence completed,PBA Sustainability Statement FY2024,https://pbahb.com.my/pdf/sustainability/PBAHB_Sustainability_Statement_fy2024.pdf,46,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report discloses parental leave.,Codex report review 2026-09-20,https://pbahb.com.my/pdf/sustainability/PBAHB_Sustainability_Statement_fy2024.pdf,11,SRC-243,SOURCE_FILES/SRC_243_PBA_Holdings_Bhd.pdf,downloaded,a81f84ca9763d235916f78b8ea8b061a575bc6ee96e914719a7e10be4504b012,64
Taliworks Corporation Berhad,TALIWRK,8524,Utilities,Utilities,Verified report finding,Report evidence completed,Taliworks Annual Report 2021,https://taliworks.com.my/wp-content/themes/taliworks.v1/pdf/AGM/30th/Annual-Report-2021.pdf,Sustainability – flexible leave,Not disclosed,Not disclosed,Yes,Not disclosed,1,The report describes flexible leave for corporate employees.,Codex report review 2026-09-20,https://taliworks.com.my/wp-content/themes/taliworks.v1/pdf/AGM/30th/Annual-Report-2021.pdf,12,SRC-244,SOURCE_FILES/SRC_244_Taliworks_Corporation_Berhad.pdf,downloaded,055eeb1a48d23ffa4aa7c19b016477472f4cdcfb75a5b7381d9da6100afd11ef,317
Cheeding Holdings Berhad,CHEEDING,0372,Utilities,Utilities,Verified report finding,Report evidence completed,Cheeding Annual Report 2026,https://financialfilings.com/filings/cheeding-holdings-berhad/annual-report/2026/49847112/,Employee Welfare & Benefits / CSI 1 of 3,Not disclosed,Yes,Not disclosed,Not disclosed,1,Five employees took maternity or paternity leave in FYE2026.,Codex report review 2026-09-20,https://financialfilings.com/filings/cheeding-holdings-berhad/annual-report/2026/49847112/,13,SRC-009,SOURCE_FILES/SRC_009_Cheeding_Holdings_Berhad.pdf,downloaded,542803d51d77e01b43e47e781d2192f12cd4406dc9b4d41fd275f24fe8252ee0,177
Solarvest Holdings Berhad,SLVEST,0215,Utilities,Utilities,Verified report finding,Report evidence completed,Solarvest Annual Report 2025,https://solarvest.com/wp-content/uploads/2025/07/Solarvest-Annual-Report-2025.pdf,124,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report discloses parental leave.,Codex report review 2026-09-20,https://solarvest.com/wp-content/uploads/2025/07/Solarvest-Annual-Report-2025.pdf,14,SRC-043,SOURCE_FILES/SRC_043_Solarvest_Holdings_Berhad.pdf,downloaded,31d035081fde057bca65aa0a6b4a0342335fabec459e91750ae49f22145e6d25,356
Samaiden Group Berhad,SAMAIDEN,0223,Utilities,Utilities,Verified report finding,Report evidence completed,Samaiden Annual Report 2025,https://www.insage.com.my/BursaNews/Attachment/202510/20251015/SAMAIDEN-AN20251015A3-2.pdf,GRI 401-3,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report discloses parental leave.,Codex report review 2026-09-20,https://www.insage.com.my/BursaNews/Attachment/202510/20251015/SAMAIDEN-AN20251015A3-2.pdf,15,SRC-245,SOURCE_FILES/SRC_245_Samaiden_Group_Berhad.pdf,downloaded,e2aa53ed8ac2447bcfd667802af654bf2754b7b96f0e09e1d77088a47fbc7d0a,94
Kinergy Advancement Berhad,KINERGY,0193,Utilities,Utilities,Verified report finding,Report evidence completed,KAB Sustainability Report 2023,https://ir2.chartnexus.com/kab/docs/agm/2024-KAB_Sustainability_Report_2023.pdf,52,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report discloses parental leave.,Codex report review 2026-09-20,https://ir2.chartnexus.com/kab/docs/agm/2024-KAB_Sustainability_Report_2023.pdf,16,SRC-052,SOURCE_FILES/SRC_052_Kinergy_Advancement_Berhad.pdf,downloaded,d5d213c114cc84eedd4e0989f8bbe80fddb4a8229f2e788178c2a541ecc32ed5,46
Velesto Energy Berhad,VELESTO,5243,Utilities,Energy,Adjacent energy-infrastructure replacement,Report evidence completed,Velesto Annual Report 2025,https://financialfilings.com/filings/velesto-energy-berhad/annual-report/2026/49089691/,Parental Leave / Hybrid Work Arrangements,Not disclosed,Yes,Yes,Not disclosed,2,The report discloses paid parental leave and hybrid work arrangements.,Codex report review 2026-09-20,https://financialfilings.com/filings/velesto-energy-berhad/annual-report/2026/49089691/,17,SRC-045,SOURCE_FILES/SRC_045_Velesto_Energy_Berhad.pdf,downloaded,9e4c732c7c97607a836312acaf108662f947c98e6fe134b4a1685220d35a7235,297
Reservoir Link Energy Bhd,RL,0219,Utilities,Energy,Adjacent renewable-energy replacement,Report evidence completed,Reservoir Link Annual Report 2025,https://www.insage.com.my/Upload/Docs/RL/Reservoir%20Link%20AR%202025%20%281%29.pdf,74,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report discloses parental leave.,Codex report review 2026-09-20,https://www.insage.com.my/Upload/Docs/RL/Reservoir%20Link%20AR%202025%20%281%29.pdf,18,SRC-059,SOURCE_FILES/SRC_059_Reservoir_Link_Energy_Bhd.pdf,downloaded,e0b7ac92fb9b91ba1db947df6760b0d366bdda0f16590e11d1b1a270f8cec3ef,276
T7 Global Berhad,T7GLOBAL,7228,Utilities,Energy,Adjacent energy-infrastructure replacement,Report evidence completed,T7 Global Annual Report 2022,https://t7global.com.my/wp-content/uploads/2023/06/T7-Global-Berhad-Annual-Report-2022.pdf,49,Not disclosed,Yes,Not disclosed,Not disclosed,1,Maternity and paternity leave are listed in employee benefits.,Codex report review 2026-09-20,https://t7global.com.my/wp-content/uploads/2023/06/T7-Global-Berhad-Annual-Report-2022.pdf,19,SRC-057,SOURCE_FILES/SRC_057_T7_Global_Berhad.pdf,downloaded,cd8a3425b81e15f75f8ac34f42723478325098772ed67fc483dfb740ef29036e,226
Petron Malaysia Refining & Marketing Bhd,PETRONM,3042,Utilities,Energy,Adjacent energy-infrastructure replacement,Report evidence completed,Petron Sustainability Report 2024,https://www.petron.com.my/wp-content/uploads/2025/06/INTERACTIVE-Petron-SR2024.pdf,"Agile, Diverse and Thriving Workforce – Parental Leave",Not disclosed,Yes,Not disclosed,Not disclosed,1,The workforce section reports parental leave.,Codex report review 2026-09-20,https://www.petron.com.my/wp-content/uploads/2025/06/INTERACTIVE-Petron-SR2024.pdf,20,SRC-051,SOURCE_FILES/SRC_051_Petron_Malaysia_Refining_Marketing_Bhd.pdf,downloaded,41b2406b34f99d2cbf7b0484cbdc46d8a70bafe4ef367e613122a84617813ecc,130
